id,survey_year,lon,lat,capacity_group,denomination,accepted_gender
TG02,1940,8.9099908,47.6049437,100 - 149,interdenominational,male
TG02,1954,8.9099908,47.6049437,100 - 149,interdenominational,male
TG02,1965,8.9099908,47.6049437,50 - 99,interdenominational,male
TG03,1940,9.03056,47.51288,50 - 99,interdenominational,mixed
TG03,1954,9.03056,47.51288,50 - 99,interdenominational,mixed
TG03,1965,9.03056,47.51288,50 - 99,interdenominational,male
TG04,1940,8.8987541,47.5535997,0 - 19,interdenominational,mixed
TG04,1954,8.8987541,47.5535997,0 - 19,interdenominational,mixed
TG04,1965,8.8987541,47.5535997,20 - 49,interdenominational,mixed
TG04,1980,8.8987541,47.5535997,20 - 49,interdenominational,mixed
TG05,1940,8.9968358,47.4618426,200 or more,interdenominational,mixed
TG05,1954,8.9968358,47.4618426,200 or more,interdenominational,mixed
TG05,1965,8.9968358,47.4618426,200 or more,interdenominational,mixed
TG06,1933,9.2263294,47.6302623,200 or more,interdenominational,mixed
TG07,1954,9.1707858,47.6447397,20 - 49,interdenominational,mixed
TG07,1965,9.1707858,47.6447397,20 - 49,interdenominational,male
TG08,1965,8.8987541,47.5535997,0 - 19,protestant,male
TG09,1940,9.3771959,47.5657078,20 - 49,interdenominational,mixed
TG09,1954,9.3771959,47.5657078,20 - 49,interdenominational,mixed
TG09,1965,9.3771959,47.5657078,0 - 19,interdenominational,mixed
TG10,1940,9.2199676,47.4967269,0 - 19,interdenominational,mixed
TG10,1954,9.2199676,47.4967269,0 - 19,interdenominational,mixed
TG10,1965,9.2199676,47.4967269,0 - 19,interdenominational,mixed
TG11,1940,8.7494398,47.6895309,0 - 19,interdenominational,mixed
TG11,1954,8.7494398,47.6895309,0 - 19,interdenominational,mixed
TG11,1965,8.7494398,47.6895309,0 - 19,interdenominational,mixed
TG12,1940,8.8987541,47.5535997,20 - 49,interdenominational,mixed
TG12,1954,8.8987541,47.5535997,20 - 49,interdenominational,mixed
TG12,1965,8.8987541,47.5535997,0 - 19,interdenominational,mixed
TG13,1940,9.1707858,47.6447397,0 - 19,interdenominational,mixed
TG13,1954,9.1707858,47.6447397,0 - 19,interdenominational,mixed
TG13,1965,9.1707858,47.6447397,0 - 19,interdenominational,mixed
TG14,1940,7.9667513,47.5399234,0 - 19,interdenominational,mixed
TG14,1954,7.9667513,47.5399234,0 - 19,interdenominational,mixed
TG14,1965,7.9667513,47.5399234,0 - 19,interdenominational,mixed
TG15,1940,8.9822824,47.6680452,0 - 19,interdenominational,mixed
TG15,1954,8.9822824,47.6680452,0 - 19,interdenominational,mixed
TG15,1965,8.9822824,47.6680452,0 - 19,interdenominational,mixed
TG16,1940,9.1084456,47.5660299,0 - 19,interdenominational,mixed
TG16,1954,9.1084456,47.5660299,0 - 19,interdenominational,mixed
TG16,1965,9.1084456,47.5660299,0 - 19,interdenominational,mixed
TI01,1933,8.9841329,45.8713339,50 - 99,catholic,male
TI01,1940,8.9841329,45.8713339,50 - 99,not specified,mixed
TI02,1933,8.9708066,45.9008013,50 - 99,catholic,mixed
TI02,1940,8.9708066,45.9008013,50 - 99,catholic,male
TI03,1940,8.951052,46.0036778,100 - 149,interdenominational,mixed
TI03,1954,8.951052,46.0036778,100 - 149,interdenominational,mixed
TI03,1965,8.951052,46.0036778,50 - 99,interdenominational,mixed
TI03,1980,8.951052,46.0036778,200 or more,interdenominational,mixed
TI04,1940,9.0244124,46.1946216,0 - 19,interdenominational,mixed
TI04,1954,9.0244124,46.1946216,0 - 19,interdenominational,mixed
TI04,1965,9.0244124,46.1946216,20 - 49,interdenominational,mixed
TI05,1940,8.7942643,46.1669988,0 - 19,interdenominational,mixed
TI05,1954,8.7942643,46.1669988,0 - 19,interdenominational,mixed
TI05,1965,8.7942643,46.1669988,0 - 19,interdenominational,mixed
TI06,1940,8.951052,46.0036778,0 - 19,interdenominational,mixed
TI06,1954,8.951052,46.0036778,0 - 19,interdenominational,mixed
TI06,1965,8.951052,46.0036778,0 - 19,interdenominational,mixed
TI07,1940,8.9841329,45.8713339,0 - 19,interdenominational,mixed
TI07,1954,8.9841329,45.8713339,0 - 19,interdenominational,mixed
TI07,1965,8.9841329,45.8713339,0 - 19,interdenominational,mixed
UR01,1940,8.6428436,46.8821272,20 - 49,interdenominational,mixed
UR01,1954,8.6428436,46.8821272,20 - 49,interdenominational,mixed
UR01,1965,8.6428436,46.8821272,20 - 49,interdenominational,mixed
UR01,1980,8.6428436,46.8821272,0 - 19,interdenominational,mixed
UR02,1933,8.6428436,46.8821272,not specified,not specified,mixed
UR03,1933,8.63111,46.8617608,not specified,not specified,mixed
UR04,1933,8.6644631,46.8761523,not specified,not specified,mixed
UR05,1933,8.6238894,46.900149,not specified,not specified,mixed
UR06,1933,8.6481594,46.8642346,not specified,not specified,mixed
UR07,1933,8.61352,46.88092,not specified,not specified,mixed
VD01,1933,6.6322734,46.5196535,20 - 49,protestant,female
VD01,1940,6.6322734,46.5196535,20 - 49,interdenominational,female
VD01,1954,6.6322734,46.5196535,20 - 49,interdenominational,female
VD01,1965,6.6322734,46.5196535,20 - 49,protestant,female
VD02,1933,6.3397549,46.4612971,50 - 99,interdenominational,female
VD02,1940,6.3397549,46.4612971,20 - 49,interdenominational,female
VD02,1954,6.3397549,46.4612971,20 - 49,interdenominational,female
VD02,1965,6.3397549,46.4612971,20 - 49,interdenominational,female
VD03,1940,6.6577156,46.541276,50 - 99,interdenominational,male
VD03,1954,6.6577156,46.541276,50 - 99,interdenominational,male
VD03,1965,6.6322734,46.5196535,50 - 99,interdenominational,male
VD04,1940,6.5514257,46.73324,200 or more,interdenominational,male
VD04,1954,6.5323588,46.7293301,200 or more,interdenominational,male
VD04,1965,6.5323588,46.7293301,200 or more,interdenominational,male
VD04,1980,6.5323588,46.7293301,200 or more,interdenominational,male
VD04a,1933,6.5323588,46.7293301,200 or more,interdenominational,mixed
VD04b,1933,6.5323588,46.7293301,not specified,interdenominational,male
VD04c,1980,6.5323588,46.7293301,50 - 99,interdenominational,mixed
VD05,1933,6.8419192,46.4628333,20 - 49,protestant,female
VD05,1940,6.8419192,46.4628333,20 - 49,catholic,female
VD06,1933,6.6322734,46.5196535,200 or more,interdenominational,mixed
VD06,1940,6.6322734,46.5196535,200 or more,interdenominational,mixed
VD07,1940,6.8392762,46.5603859,50 - 99,not specified,male
VD07,1954,6.8392762,46.5603859,50 - 99,interdenominational,male
VD07,1965,6.8377,46.56243,20 - 49,interdenominational,male
VD08,1940,6.654933,46.5287859,20 - 49,protestant,female
VD08,1965,6.6322734,46.5196535,0 - 19,interdenominational,female
VD09,1933,6.6457678,46.8092091,50 - 99,protestant,female
VD09,1940,6.6457678,46.8092091,20 - 49,protestant,mixed
VD10,1980,6.6322734,46.5196535,50 - 99,interdenominational,mixed
VD11,1933,6.6129185,46.5998975,50 - 99,protestant,male
VD12,1940,6.970566,46.3190253,20 - 49,interdenominational,mixed
VD12,1954,6.970566,46.3190253,20 - 49,interdenominational,mixed
VD12,1965,6.970566,46.3190253,20 - 49,interdenominational,mixed
VD13,1940,6.3918325,46.4953291,0 - 19,interdenominational,mixed
VD13,1954,6.3918325,46.4953291,0 - 19,interdenominational,mixed
VD13,1965,6.3918325,46.4953291,0 - 19,interdenominational,mixed
VD14,1940,7.0427075,46.8806009,0 - 19,interdenominational,mixed
VD14,1954,7.0427075,46.8806009,0 - 19,interdenominational,mixed
VD14,1965,7.0427075,46.8806009,0 - 19,interdenominational,mixed
VD15,1940,7.1260114,46.4715174,0 - 19,interdenominational,mixed
VD15,1954,7.1260114,46.4715174,0 - 19,interdenominational,mixed
VD15,1965,7.1260114,46.4715174,0 - 19,interdenominational,mixed
VD16,1940,6.5081849,46.6135327,0 - 19,interdenominational,mixed
VD16,1954,6.5081849,46.6135327,0 - 19,interdenominational,mixed
VD16,1965,6.5081849,46.6135327,0 - 19,interdenominational,mixed
VD17,1940,6.6344508,46.6410996,0 - 19,interdenominational,mixed
VD17,1954,6.6344508,46.6410996,0 - 19,interdenominational,mixed
VD17,1965,6.6344508,46.6410996,0 - 19,interdenominational,mixed
VD17,1980,6.6344508,46.6410996,0 - 19,interdenominational,mixed
VD18,1940,6.6322734,46.5196535,100 - 149,interdenominational,mixed
VD18,1954,6.6322734,46.5196535,100 - 149,interdenominational,mixed
VD18,1965,6.6322734,46.5196535,50 - 99,interdenominational,mixed
VD18,1980,6.6322734,46.5196535,50 - 99,interdenominational,mixed
VD19,1940,6.6322734,46.5196535,not specified,interdenominational,mixed
VD19,1954,6.6322734,46.5196535,not specified,interdenominational,mixed
VD19,1965,6.6322734,46.5196535,20 - 49,interdenominational,mixed
VD19,1980,6.6322734,46.5196535,20 - 49,interdenominational,mixed
VD20,1940,6.23251,46.60578,not specified,interdenominational,mixed
VD20,1954,6.23251,46.60578,not specified,interdenominational,mixed
VD20,1965,6.23251,46.60578,0 - 19,interdenominational,mixed
VD21,1940,6.4961301,46.5088127,20 - 49,interdenominational,mixed
VD21,1954,6.4961301,46.5088127,20 - 49,interdenominational,mixed
VD21,1965,6.4961301,46.5088127,20 - 49,interdenominational,mixed
VD21,1980,6.4961301,46.5088127,20 - 49,interdenominational,mixed
VD22,1940,6.7975224,46.6698891,0 - 19,interdenominational,mixed
VD22,1954,6.7975224,46.6698891,0 - 19,interdenominational,mixed
VD22,1965,6.7975224,46.6698891,0 - 19,interdenominational,mixed
VD23,1940,6.2347852,46.3832683,20 - 49,interdenominational,mixed
VD23,1954,6.2347852,46.3832683,20 - 49,interdenominational,mixed
VD23,1965,6.2347852,46.3832683,0 - 19,interdenominational,mixed
VD24,1940,6.5323588,46.7293301,0 - 19,interdenominational,mixed
VD24,1954,6.5323588,46.7293301,0 - 19,interdenominational,mixed
VD24,1965,6.5323588,46.7293301,0 - 19,interdenominational,mixed
VD25,1940,6.5022222,46.8217968,0 - 19,interdenominational,mixed
VD25,1954,6.5022222,46.8217968,0 - 19,interdenominational,mixed
VD25,1965,6.5022222,46.8217968,0 - 19,interdenominational,mixed
VD26,1940,6.8419192,46.4628333,20 - 49,interdenominational,mixed
VD26,1954,6.8419192,46.4628333,20 - 49,interdenominational,mixed
VD26,1965,6.8419192,46.4628333,20 - 49,interdenominational,mixed
VD26,1980,6.8419192,46.4628333,20 - 49,interdenominational,mixed
VD27,1940,6.641183,46.7784736,20 - 49,interdenominational,mixed
VD27,1954,6.641183,46.7784736,20 - 49,interdenominational,mixed
VD27,1965,6.641183,46.7784736,20 - 49,interdenominational,mixed
VD27,1980,6.641183,46.7784736,20 - 49,interdenominational,mixed
VS01,1940,7.463425,46.2584696,50 - 99,interdenominational,male
VS01,1954,7.463425,46.2584696,50 - 99,interdenominational,male
VS01,1965,7.463425,46.2584696,50 - 99,interdenominational,male
VS01,1980,7.463425,46.2584696,50 - 99,interdenominational,male
VS02,1980,7.4633632,46.2730733,20 - 49,interdenominational,male
VS03,1940,7.360626,46.2331221,50 - 99,interdenominational,mixed
VS03,1954,7.360626,46.2331221,20 - 49,interdenominational,male
VS03,1965,7.360626,46.2331221,50 - 99,interdenominational,male
VS03,1980,7.360626,46.2331221,50 - 99,interdenominational,mixed
VS04,1940,7.360626,46.2331221,20 - 49,interdenominational,male
VS04,1954,7.360626,46.2331221,20 - 49,interdenominational,male
VS04,1965,7.360626,46.2331221,20 - 49,interdenominational,male
VS05,1933,6.9469598,46.2521873,200 or more,catholic,mixed
VS05,1940,6.9469598,46.2521873,200 or more,interdenominational,mixed
VS06,1940,7.9878208,46.3158992,not specified,interdenominational,mixed
VS06,1954,7.9878208,46.3158992,not specified,interdenominational,mixed
VS06,1965,7.9878208,46.3158992,0 - 19,interdenominational,male
VS07,1940,7.0755334,46.1049798,not specified,interdenominational,mixed
VS07,1954,7.0755334,46.1049798,not specified,interdenominational,not specified
VS07,1965,7.0755334,46.1049798,20 - 49,interdenominational,female
VS08,1965,6.9469598,46.2521873,0 - 19,interdenominational,male
VS09,1940,7.360626,46.2331221,0 - 19,interdenominational,mixed
VS09,1954,7.360626,46.2331221,0 - 19,interdenominational,mixed
VS09,1965,7.360626,46.2331221,0 - 19,interdenominational,mixed
VS10,1965,7.0047948,46.214941,0 - 19,interdenominational,male
ZG01,1933,8.5154946,47.1661672,not specified,interdenominational,mixed
ZG01,1940,8.5154946,47.1661672,20 - 49,interdenominational,mixed
ZG01,1954,8.5154946,47.1661672,20 - 49,interdenominational,mixed
ZG01,1965,8.5154946,47.1661672,20 - 49,interdenominational,mixed
ZG01,1980,8.5154946,47.1661672,20 - 49,interdenominational,mixed
ZG02,1940,8.5061722,47.1469633,150 - 199,not specified,male
ZG02,1954,8.5061722,47.1469633,150 - 199,interdenominational,male
ZG02,1965,8.5061722,47.1469633,200 or more,interdenominational,male
ZG03,1980,8.5912483,47.1778831,100 - 149,interdenominational,male
ZG04,1933,8.526087,47.1953729,not specified,not specified,mixed
ZG05,1933,8.4592089,47.181225,not specified,not specified,mixed
ZG06,1933,8.5912483,47.1778831,not specified,not specified,mixed
ZG07,1933,8.6131948,47.1351173,not specified,not specified,mixed
ZG08,1933,8.4850173,47.197193,not specified,not specified,mixed
ZG09,1933,8.5830915,47.1368093,not specified,not specified,mixed
ZG10,1933,8.5154946,47.1661672,not specified,not specified,mixed
ZH01,1933,8.4745746,47.3598046,50 - 99,interdenominational,male
ZH01,1940,8.4745746,47.3598046,50 - 99,interdenominational,male
ZH01,1954,8.451903,47.3709461,50 - 99,interdenominational,male
ZH01,1965,8.4745746,47.3598046,50 - 99,interdenominational,male
ZH01,1980,8.451903,47.3709461,50 - 99,interdenominational,male
ZH02,1933,8.5268129,47.2273614,150 - 199,interdenominational,mixed
ZH02,1940,8.5268129,47.2273614,20 - 49,interdenominational,mixed
ZH02,1954,8.5268129,47.2273614,20 - 49,interdenominational,mixed
ZH02,1965,8.5268129,47.2273614,20 - 49,interdenominational,mixed
ZH03,1933,8.8246219,47.5630455,20 - 49,protestant,male
ZH03,1940,8.8246219,47.5630455,20 - 49,interdenominational,male
ZH03,1954,8.8246219,47.5630455,20 - 49,interdenominational,male
ZH03,1965,8.8246219,47.5630455,50 - 99,interdenominational,male
ZH04,1940,8.4649434,47.4421954,200 or more,interdenominational,mixed
ZH04,1954,8.4649434,47.4421954,200 or more,interdenominational,mixed
ZH04,1965,8.4649434,47.4421954,200 or more,interdenominational,mixed
ZH04a,1933,8.4649434,47.4421954,100 - 149,interdenominational,mixed
ZH04b,1980,8.4649434,47.4421954,200 or more,interdenominational,male
ZH04c,1980,8.4649434,47.4421954,50 - 99,interdenominational,male
ZH05,1933,8.6312396,47.418886,20 - 49,protestant,male
ZH05,1940,8.64205,47.42983,20 - 49,interdenominational,male
ZH05,1954,8.64205,47.42983,20 - 49,protestant,male
ZH05,1965,8.6312396,47.418886,20 - 49,protestant,male
ZH06,1933,8.6723535,47.4309373,20 - 49,protestant,female
ZH06,1940,8.6723535,47.4309373,20 - 49,protestant,female
ZH07,1933,8.48708,47.28417,20 - 49,protestant,male
ZH07,1940,8.487077,47.284205,20 - 49,interdenominational,male
ZH07,1954,8.487077,47.284205,50 - 99,interdenominational,male
ZH07,1965,8.487077,47.284205,50 - 99,interdenominational,male
ZH08,1933,8.8555409,47.3147863,20 - 49,interdenominational,male
ZH08,1940,8.8555409,47.3147863,20 - 49,interdenominational,male
ZH08,1954,8.8555409,47.3147863,20 - 49,interdenominational,male
ZH08,1965,8.8555409,47.3147863,20 - 49,interdenominational,male
ZH08,1980,8.8365285,47.3035511,20 - 49,interdenominational,male
ZH09,1933,8.60117,47.6433,200 or more,interdenominational,mixed
ZH10,1933,8.541694,47.3768866,200 or more,interdenominational,mixed
ZH10,1965,8.541694,47.3768866,200 or more,interdenominational,mixed
ZH11,1933,8.541694,47.3768866,20 - 49,protestant,male
ZH11,1940,8.541694,47.3768866,20 - 49,protestant,male
ZH11,1954,8.541694,47.3768866,20 - 49,protestant,male
ZH11,1965,8.541694,47.3768866,20 - 49,protestant,male
ZH12,1940,8.4540083,47.2795081,0 - 19,interdenominational,mixed
ZH12,1954,8.4540083,47.2795081,0 - 19,interdenominational,mixed
ZH12,1965,8.4540083,47.2795081,0 - 19,interdenominational,mixed
ZH12,1980,8.4540083,47.2795081,50 - 99,interdenominational,mixed
ZH13,1940,8.6596026,47.5946536,0 - 19,interdenominational,mixed
ZH13,1954,8.6596026,47.5946536,0 - 19,interdenominational,mixed
ZH13,1965,8.6596026,47.5946536,0 - 19,interdenominational,mixed
ZH13,1980,8.6596026,47.5946536,20 - 49,interdenominational,mixed
ZH14,1940,8.5419603,47.5160671,0 - 19,interdenominational,mixed
ZH14,1954,8.5419603,47.5160671,0 - 19,interdenominational,mixed
ZH14,1965,8.5419603,47.5160671,0 - 19,interdenominational,mixed
ZH14,1980,8.5419603,47.5160671,0 - 19,interdenominational,mixed
ZH15,1940,8.4535044,47.4824169,0 - 19,interdenominational,mixed
ZH15,1954,8.4535044,47.4824169,0 - 19,interdenominational,mixed
ZH15,1965,8.4535044,47.4824169,0 - 19,interdenominational,mixed
ZH15,1980,8.4535044,47.4824169,0 - 19,interdenominational,mixed
ZH16,1940,8.8365285,47.3035511,0 - 19,interdenominational,mixed
ZH16,1954,8.8365285,47.3035511,0 - 19,interdenominational,mixed
ZH16,1965,8.8365285,47.3035511,20 - 49,interdenominational,mixed
ZH16,1980,8.8365285,47.3035511,20 - 49,interdenominational,mixed
ZH17,1940,8.596363,47.260742,20 - 49,interdenominational,mixed
ZH17,1954,8.596363,47.260742,20 - 49,interdenominational,mixed
ZH17,1965,8.596363,47.260742,20 - 49,interdenominational,mixed
ZH17,1980,8.596363,47.260742,20 - 49,interdenominational,mixed
ZH18,1940,8.64875,47.2694361,20 - 49,interdenominational,mixed
ZH18,1954,8.64875,47.2694361,20 - 49,interdenominational,mixed
ZH18,1965,8.64875,47.2694361,20 - 49,interdenominational,mixed
ZH18,1980,8.64875,47.2694361,20 - 49,interdenominational,mixed
ZH19,1940,8.7866772,47.3661671,0 - 19,interdenominational,mixed
ZH19,1954,8.7866772,47.3661671,0 - 19,interdenominational,mixed
ZH19,1965,8.7866772,47.3661671,20 - 49,interdenominational,mixed
ZH19a,1980,8.7866772,47.3661671,0 - 19,interdenominational,mixed
ZH19b,1980,8.7866772,47.3661671,20 - 49,interdenominational,mixed
ZH20,1940,8.7178739,47.3482747,20 - 49,interdenominational,mixed
ZH20,1954,8.7178739,47.3482747,20 - 49,interdenominational,mixed
ZH20,1965,8.7178739,47.3482747,20 - 49,interdenominational,mixed
ZH20,1980,8.7178739,47.3482747,20 - 49,interdenominational,mixed
ZH21,1940,8.7236889,47.4988196,20 - 49,interdenominational,mixed
ZH21,1954,8.7236889,47.4988196,20 - 49,interdenominational,mixed
ZH21,1965,8.7236889,47.4988196,50 - 99,interdenominational,mixed
ZH21,1980,8.7236889,47.4988196,20 - 49,interdenominational,mixed
ZH22,1940,8.541694,47.3768866,100 - 149,interdenominational,mixed
ZH22,1954,8.541694,47.3768866,100 - 149,interdenominational,mixed
ZH22,1965,8.541694,47.3768866,100 - 149,interdenominational,mixed
ZH22,1980,8.541694,47.3768866,100 - 149,interdenominational,mixed
ZH23,1933,8.5432216,47.2384196,50 - 99,interdenominational,female
ZH23,1940,8.5337973,47.243851,100 - 149,interdenominational,male
ZH23,1954,8.5337973,47.243851,100 - 149,interdenominational,male
ZH23,1965,8.5337973,47.243851,50 - 99,interdenominational,male
ZH24,1940,8.4040561,47.2814693,20 - 49,protestant,female
ZH24,1954,8.4040561,47.2814693,20 - 49,protestant,female
ZH24,1965,8.4040561,47.2814693,20 - 49,protestant,female
ZH24,1933,8.4040561,47.2814693,20 - 49,protestant,female
ZH25,1933,8.8808183,47.3672639,not specified,not specified,mixed
ZH26,1933,8.6903921,47.2995246,not specified,not specified,mixed
ZH27,1933,8.716667,47.283333,20 - 49,protestant,mixed
ZH28,1933,8.9202247,47.3311758,not specified,not specified,mixed
ZH29,1933,8.77026,47.25259,not specified,not specified,mixed
ZH30,1933,8.596363,47.260742,not specified,not specified,mixed
ZH31,1933,8.6946733,47.2574625,not specified,not specified,mixed
ZH32,1933,8.5402379,47.6114723,not specified,not specified,mixed
ZH33,1933,8.5402379,47.6114723,20 - 49,protestant,mixed
ZH34,1933,8.7070691,47.2053892,not specified,not specified,mixed
ZH35,1933,8.644027,47.1932312,not specified,not specified,mixed
ZH36,1933,8.4657088,47.5283265,not specified,not specified,mixed
ZH37,1933,8.7351356,47.2392343,not specified,not specified,mixed
ZH37,1940,8.7351356,47.2392343,20 - 49,protestant,female
ZH38,1933,8.6718189,47.2296871,not specified,not specified,mixed
ZH39,1933,9.4904334,47.4157934,not specified,not specified,mixed
ZH40,1933,8.801356,47.3270602,not specified,not specified,mixed
ZH41,1933,8.541694,47.3768866,20 - 49,interdenominational,male
ZH41,1940,8.541694,47.3768866,20 - 49,interdenominational,male
ZH42,1933,8.7070691,47.2053892,50 - 99,catholic,female
ZH42,1940,8.7070691,47.2053892,50 - 99,catholic,female
ZH42,1954,8.7070691,47.2053892,not specified,catholic,female
ZH42,1965,8.7070691,47.2053892,20 - 49,catholic,female
ZH43,1940,8.7866772,47.3661671,20 - 49,interdenominational,female
ZH43,1954,8.7866772,47.3661671,20 - 49,interdenominational,female
ZH43,1965,8.7866772,47.3661671,20 - 49,interdenominational,female
ZH44,1933,8.4628831,47.2437032,50 - 99,interdenominational,male
ZH44,1940,8.4628831,47.2437032,50 - 99,interdenominational,male
ZH44,1954,8.4842175,47.2259678,50 - 99,interdenominational,male
ZH44,1965,8.4842175,47.2259678,50 - 99,interdenominational,male
ZH45,1933,8.4535044,47.4824169,20 - 49,interdenominational,male
ZH45,1940,8.4535044,47.4824169,20 - 49,interdenominational,male
ZH45,1954,8.4535044,47.4824169,20 - 49,interdenominational,mixed
ZH45,1965,8.4535044,47.4824169,20 - 49,interdenominational,male
ZH46,1933,8.5419603,47.5160671,20 - 49,interdenominational,female
ZH46,1940,8.5419603,47.5160671,20 - 49,interdenominational,female
ZH46,1954,8.5419603,47.5160671,20 - 49,interdenominational,female
ZH46,1965,8.5419603,47.5160671,20 - 49,interdenominational,female
ZH47,1933,8.7351356,47.2392343,20 - 49,protestant,female
ZH48,1933,8.541694,47.3768866,20 - 49,interdenominational,mixed
ZH48,1940,8.541694,47.3768866,20 - 49,interdenominational,mixed
ZH49,1933,8.541694,47.3768866,20 - 49,protestant,female
ZH49,1940,8.541694,47.3768866,20 - 49,protestant,female
ZH49,1954,8.541694,47.3768866,20 - 49,protestant,female
ZH49,1965,8.541694,47.3768866,20 - 49,protestant,female
ZH50,1940,8.541694,47.3768866,20 - 49,interdenominational,female
ZH50,1954,8.541694,47.3768866,20 - 49,interdenominational,female
ZH50,1965,8.541694,47.3768866,0 - 19,interdenominational,female
ZH51,1940,8.541694,47.3768866,0 - 19,not specified,female
ZH51,1933,8.541694,47.3768866,0 - 19,not specified,female
ZH52,1933,8.541694,47.3768866,20 - 49,protestant,female
ZH52,1940,8.541694,47.3768866,20 - 49,protestant,female
ZH53,1933,8.541694,47.3768866,20 - 49,protestant,female
ZH54,1965,8.8191356,47.2682174,20 - 49,protestant,male
ZH55,1933,8.5452125,47.3220092,200 or more,protestant,mixed
ZH56,1940,8.5194782,47.4766643,20 - 49,protestant,female
ZH57,1965,8.6778198,47.4730927,20 - 49,protestant,mixed
ZH58,1965,8.58025,47.53618,20 - 49,protestant,mixed
ZH59,1965,8.448795,47.3982611,20 - 49,protestant,male
ZH60,1965,8.541694,47.3768866,50 - 99,interdenominational,male
